ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL1342041,,,Small molecule,,305.38,31,43,3.41,66.4,4,2,0,3,N,0.73,6.22,None,3.09,2.3,3,MOL,-1,20,4,2,0,305.018,-1.59,ACID,C14H11NO3S2,O=S(=O)(Nc1ccc(O)c2ccccc12)c1cccs1,PGMYLDPZRWWFCZ-UHFFFAOYSA-N
CHEMBL4641383,,,Unknown,,643.71,8,16,5.41,129.33,4,5,2,15,N,0.1,12.25,10.28,5.12,2.93,3,MOL,-1,39,8,6,3,529.3053,-0.75,BASE,C33H40F3N5O5,CCCCCCCC(=O)N[C@H](C(=O)NCc1ccc(NC(=N)N)cc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,QGKBSBGORLFTBZ-JMAPEOGHSA-N
CHEMBL1331111,,,Small molecule,,544.56,18,20,5.21,132.8,4,4,2,8,N,0.2,2.9,None,5.43,-1.46,4,MOL,-1,41,8,4,2,544.1634,-0.21,ACID,C33H24N2O6,O=C(O)/C=C/C(=O)Nc1ccc(C2(c3ccc(NC(=O)/C=C/C(=O)O)cc3)c3ccccc3-c3ccccc32)cc1,AUJYUJIIDPDHHI-XPWSMXQVSA-N
CHEMBL246446,,,Small molecule,,306.28,50,72,3.85,89.36,5,1,0,3,N,0.62,3.63,None,3.14,-0.19,4,MOL,-1,23,6,1,0,306.0641,-0.8,ACID,C17H10N2O4,O=C(O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,XDEQHYWMTHWMQF-UHFFFAOYSA-N
CHEMBL1521297,,,Small molecule,,316.31,46,69,3.87,64.35,4,0,0,2,N,0.53,None,None,3.95,3.95,3,MOL,-1,24,4,0,0,316.0736,0.28,NEUTRAL,C20H12O4,Cc1ccc(C(=O)c2coc3c2C(=O)C(=O)c2ccccc2-3)cc1,OOYQRVPZOGWCNP-UHFFFAOYSA-N
CHEMBL187266,TANSHINONE IIA,Tanshinone IIA,Small molecule,,294.35,158,328,4.25,47.28,3,0,0,0,N,0.68,None,None,4.53,4.53,2,MOL,-1,22,3,0,0,294.1256,1.95,NEUTRAL,C19H18O3,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,HYXITZLLTYIPOF-UHFFFAOYSA-N
CHEMBL1708852,,,Small molecule,,342.38,20,22,3.86,89.31,4,1,0,4,N,0.58,6.32,None,3.9,3.17,3,MOL,-1,24,6,1,0,342.0674,-1.48,ACID,C17H14N2O4S,Cc1ccc(S(=O)(=O)Nc2ccc3ccccc3c2[N+](=O)[O-])cc1,RXMAWDAFFXYYHI-UHFFFAOYSA-N
CHEMBL1335165,,,Small molecule,,249.36,33,42,3.33,40.86,4,0,0,4,N,0.47,None,None,3.59,3.59,1,MOL,-1,16,2,0,0,249.0282,-0.92,None,C12H11NOS2,CSC(SC)=C(C#N)C(=O)c1ccccc1,WPJMZDZXZRCHOP-UHFFFAOYSA-N
CHEMBL1496732,,,Small molecule,,227.31,54,68,3.57,32.26,2,2,0,4,N,0.78,10.34,5.3,3.82,3.82,2,MOL,-1,17,2,2,0,227.131,-0.65,NEUTRAL,C15H17NO,CCc1ccc(CNc2ccc(O)cc2)cc1,DKKYUXYUADHFGE-UHFFFAOYSA-N
CHEMBL1541379,,,Small molecule,,441.95,35,59,2.93,114.8,9,1,0,6,N,0.35,5.98,None,3.3,2.23,3,MOL,-1,27,8,1,0,440.9791,-2.67,ACID,C15H12ClN5O3S3,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,HWTCVZYAXNBPHR-UHFFFAOYSA-N
CHEMBL1565810,,,Small molecule,,396.54,19,19,3.15,66.48,6,1,0,4,N,0.64,5.47,None,4.19,3.97,2,MOL,-1,24,5,1,0,395.9731,-2.31,ACID,C15H12N2O3S4,Cc1ccc(S(=O)(=O)NN2C(=O)/C(=C/c3cccs3)SC2=S)cc1,YPWLBUPPYWZWNP-LCYFTJDESA-N
CHEMBL3144999,,,Small molecule,,481.51,34,46,4.35,118.72,6,2,0,6,N,0.28,5.78,1.26,3.8,2.34,5,MOL,-1,36,9,2,0,481.175,-0.79,ACID,C27H23N5O4,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc([N+](=O)[O-])cc1)c1c(C)[nH]n(-c2ccccc2)c1=O,KFOMNSILEPOUOI-UHFFFAOYSA-N
CHEMBL1489368,,,Small molecule,,275.31,108,135,3.58,39.07,3,0,0,0,N,0.63,None,None,3.35,3.35,3,MOL,-1,21,3,0,0,275.0946,0.53,NEUTRAL,C18H13NO2,Cc1cccc2c1c1ccc3c(c1n2C)C(=O)C=CC3=O,HYPOPXGVJOVIPH-UHFFFAOYSA-N
CHEMBL1586109,,,Small molecule,,412.4,24,25,1.96,103.4,7,1,0,6,N,0.44,6.91,None,1.96,1.48,2,MOL,-1,30,9,1,0,412.1271,-0.65,NEUTRAL,C21H20N2O7,COC(=O)c1ccc(N2NC(=O)/C(=C/c3cc(OC)c(OC)c(OC)c3)C2=O)cc1,BDTAWFFFOYHBIU-DHDCSXOGSA-N
CHEMBL1519860,,,Small molecule,,396.5,18,22,1.88,82.59,5,4,0,2,N,0.35,6.92,6.1,3.16,2.75,2,MOL,-1,27,6,3,0,396.0715,-0.2,NEUTRAL,C19H16N4O2S2,O=C1NC(=S)NC(=O)C12C(c1ccccc1)N=C(S)NC2c1ccccc1,UPVOZJUUXROJCG-UHFFFAOYSA-N
CHEMBL1359054,,,Small molecule,,374.35,29,40,3.11,99.85,4,2,0,4,N,0.54,3.95,None,2.72,-0.77,3,MOL,-1,28,7,2,0,374.0903,-1.13,ACID,C21H14N2O5,O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2cccc(C(=O)O)c2)o1,OQHJSOSZNUBMCF-SFQUDFHCSA-N
CHEMBL1307207,,,Small molecule,,318.76,61,80,1.71,80.47,4,1,0,2,N,0.9,None,None,0.81,0.81,1,MOL,-1,22,5,2,0,318.0771,-0.7,NEUTRAL,C16H15ClN2O3,NC(=O)C1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,JBMKSILOCSVHGX-UHFFFAOYSA-N
CHEMBL1980535,,,Small molecule,,630.82,62,71,7.21,105.59,7,2,2,8,N,0.13,None,None,5.25,5.25,0,MOL,-1,46,7,2,2,630.3557,2.73,NEUTRAL,C39H50O7,CC(=O)O[C@H]1CC(C)(C)C(=C=C/C(C)=C/C=C/C=C/C=C(C)/C=C2/C=C(/C=C/[C@@]34O[C@]3(C)C[C@@H](O)CC4(C)C)C(=O)O2)[C@](C)(O)C1,UYRDHEJRPVSJFM-VSWVFQEASA-N
CHEMBL1478304,,,Small molecule,,414.5,15,15,3.63,97.74,6,1,0,4,N,0.76,9.94,None,3.95,3.95,1,MOL,-1,30,6,1,0,414.2042,0.4,NEUTRAL,C24H30O6,COc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)ccc1O,LSKSXWZFRKMWNC-UHFFFAOYSA-N
CHEMBL1408302,,,Small molecule,,355.78,13,13,4.21,75.63,3,2,0,5,N,0.72,3.55,None,4.63,1.27,3,MOL,-1,25,5,2,0,355.0611,-1.34,ACID,C19H14ClNO4,O=C(COc1cccc2ccccc12)Nc1cc(Cl)ccc1C(=O)O,OKFVCWAYHJMQFA-UHFFFAOYSA-N
CHEMBL1519374,,NSC-102742,Small molecule,,323.74,63,94,3.5,74.85,4,2,0,2,N,0.76,10.95,2.52,2.48,2.48,3,MOL,-1,23,5,2,0,323.0462,-0.9,NEUTRAL,C17H10ClN3O2,O=C1C(Cl)=C(Nc2ccc3c[nH]nc3c2)C(=O)c2ccccc21,NYOUWELKHWCYQM-UHFFFAOYSA-N
CHEMBL4635612,,,Unknown,,445.56,5,9,4.71,80.32,4,2,0,12,N,0.4,11.99,5.02,4.13,4.13,3,MOL,-1,33,6,2,0,445.2365,-0.92,NEUTRAL,C27H31N3O3,CCCCCC(=O)N[C@H](C(=O)NCc1ccncc1)c1ccc(OCc2ccccc2)cc1,UTRHIEYEUXYGKA-SANMLTNESA-N
CHEMBL1541950,,,Small molecule,,371.62,19,22,2.1,49.85,4,0,0,2,N,0.75,None,0.22,1.84,1.84,1,MOL,-1,21,5,0,0,369.972,-1.37,NEUTRAL,C14H12BrClN2O3,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Br)cc1,UNYJPUJARUYGKS-UHFFFAOYSA-N
CHEMBL4867100,,,Unknown,,499.59,4,5,4.21,110.52,5,3,0,10,N,0.3,11.45,None,3.93,3.93,4,MOL,-1,36,7,4,0,499.1566,-1.44,NEUTRAL,C28H25N3O4S,NC(=O)c1ccc(CNC(=O)[C@@H](NC(=O)c2cccs2)c2ccc(OCc3ccccc3)cc2)cc1,WIMBNKQPVPGWRV-VWLOTQADSA-N
CHEMBL4863404,,,Unknown,,607.75,4,5,6.66,119.75,5,3,2,14,N,0.14,11.83,None,7.07,7.07,4,MOL,-1,45,8,4,2,607.3046,-1,NEUTRAL,C37H41N3O5,Cc1ccc(C)c(OCCCC(C)(C)C(=O)N[C@H](C(=O)Nc2cccc(C(N)=O)c2)c2ccc(OCc3ccccc3)cc2)c1,CJUYVSGKCMTRFU-XIFFEERXSA-N
CHEMBL4877039,,,Unknown,,449.47,4,5,3.86,101.29,3,3,0,10,N,0.48,11.58,None,3.51,3.51,2,MOL,-1,32,6,4,0,449.1926,-1.12,NEUTRAL,C23H26F3N3O3,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(C(N)=O)cc1)c1ccc(C(F)(F)F)cc1,WVOKIQOOUNTRKQ-FQEVSTJZSA-N
CHEMBL1728361,,,Small molecule,,332.49,26,28,3.94,64.52,4,4,0,6,N,0.6,8.2,10.92,2.61,-0.04,1,MOL,-1,24,4,4,0,332.2464,0.05,BASE,C20H32N2O2,Oc1cc(CNC2CCCCC2)c(O)cc1CNC1CCCCC1,KLOQXDRZVQWPHQ-UHFFFAOYSA-N
CHEMBL1453077,,,Small molecule,,446.94,25,29,4.27,86.71,5,2,0,6,N,0.51,3.56,None,5.02,1.67,2,MOL,-1,29,6,2,0,446.0162,-1.97,ACID,C20H15ClN2O4S2,O=C(CCN1C(=O)/C(=C/c2ccccc2Cl)SC1=S)Nc1ccccc1C(=O)O,HFWQABYFINSMAW-WJDWOHSUSA-N
CHEMBL4857446,,,Unknown,,613.67,4,6,5.71,136.82,6,3,2,12,N,0.15,11.65,None,5.62,5.62,5,MOL,-1,46,9,4,2,613.2213,-0.97,NEUTRAL,C37H31N3O6,COc1cccc(COc2ccc([C@H](NC(=O)c3ccc(C(=O)c4ccccc4)cc3)C(=O)Nc3cccc(C(N)=O)c3)cc2)c1,POZOATHYURJGQK-XIFFEERXSA-N
CHEMBL1384008,,,Small molecule,,479.49,8,9,5.08,120.77,4,3,1,8,N,0.3,2.68,None,5.5,-0.14,4,MOL,-1,36,7,3,1,479.1369,-0.58,ACID,C29H21NO6,O=C(c1ccc(NC(=O)C(c2ccccc2)c2ccccc2)cc1)c1ccc(C(=O)O)c(C(=O)O)c1,PIWSXCDYJZKBOA-UHFFFAOYSA-N
CHEMBL1409780,,,Small molecule,,438.53,20,22,4.17,86.71,5,2,0,7,N,0.5,3.56,None,4.95,1.59,2,MOL,-1,30,6,2,0,438.0708,-1.37,ACID,C22H18N2O4S2,O=C(CCN1C(=O)/C(=C\C=C\c2ccccc2)SC1=S)Nc1ccccc1C(=O)O,WJQXZAFRSDOXCD-PXYULHTISA-N
CHEMBL1453327,,,Small molecule,,442.58,30,30,4.95,109.49,4,3,0,5,N,0.61,4.57,None,5.83,3.08,2,MOL,-1,31,6,4,0,442.1926,-1.05,ACID,C24H30N2O4S,Cc1sc(NC(=O)C2CCCCC2C(=O)O)c(C(N)=O)c1-c1ccc(C(C)(C)C)cc1,PWXIGFBSWXPZRS-UHFFFAOYSA-N
CHEMBL1319867,,,Small molecule,,306.67,49,74,3.23,114.32,7,2,0,3,N,0.43,9.78,None,4.3,4.3,3,MOL,-1,21,8,2,0,306.0156,-1.47,NEUTRAL,C12H7ClN4O4,O=[N+]([O-])c1c(Nc2ccccc2O)cc(Cl)c2nonc12,BBXXJKHZFAFARR-UHFFFAOYSA-N
